Control_3H_1	Control_3H_2	Control_3H_3	Control_9H_1	Control_9H_2	Control_9H_3	Control_27H_1	Control_27H_2	Control_27H_3	Cold_3H_1	Cold_3H_2	Cold_3H_3	Cold_9H_1	Cold_9H_2	Cold_9H_3	Cold_27H_1	Cold_27H_2	Cold_27H_3	Heat_3H_1	Heat_3H_2	Heat_3H_3	Heat_9H_1	Heat_9H_2	Heat_9H_3	Heat_27H_1	Heat_27H_2	Heat_27H_3	Salt_3H_1	Salt_3H_2	Salt_3H_3	Salt_9H_1	Salt_9H_2	Salt_9H_3	Salt_27H_1	Salt_27H_2	Salt_27H_3
STMGB55	-0.264232684	-0.118552344	-0.288933631	-0.291168093	-0.270685442	-0.348752946	-0.01495723	-0.345167033	-0.275617957	-0.412122963	-0.324639928	-0.3602913	-0.265483615	-0.910227526	-0.587020893	-0.095862457	-0.508273321	-0.636974683	-0.317771942	-0.26763142	-0.063486598	-0.345033654	-0.052677389	-0.145464809	-0.058893689	-0.194982373	0.234679845	-0.317384792	-0.184465353	-0.279196699	-0.350339204	-0.354278062	-0.299598964	-0.118120888	-0.235513343	-0.12956428
STMGY78	-0.05931717	0.317277451	0.194311489	0.149152208	-0.037327787	-0.03304199	-0.135547211	0.014913544	-0.253787889	0.121608202	0.262563783	0.265273725	0.106717398	0.755754446	0.391925439	0.295228361	0.146475519	-0.354130775	0.356573705	0.292306337	0.304153393	-0.217330796	0.122609308	-0.068774957	-0.104249962	0.041660665	-0.073681474	-0.3414617	0.448512204	0.138363294	0.128268568	0.295803261	-0.152877597	-0.089744551	0.237656011	-0.037933024
STMGO62	0.024521152	-0.10599939	-0.091172576	0.162449881	0.19592021	0.521528319	0.22511175	0.356369375	0.074083888	1.112724927	0.183466372	0.24856889	0.807354922	1.457770484	0.744293735	0.688295839	0.841151793	0.470317587	0.4325857	0.180202371	-0.092307475	0.402722177	-0.034885518	0.002503376	0.43068006	0.40283609	0.046207781	0.251232592	-0.201607472	0.043085004	0.227404494	0.624175688	0.822779486	0.5175378	0.762512691	0.386613154
STMID58	NA	NA	NA	NA	0.015159807	NA	0.016047941	-0.05742828	0.54692314	-0.294447358	NA	NA	NA	-0.300866479	-0.183046273	0.001855557	NA	NA	-0.237189423	-0.391896922	NA	-1.263034406	0.351675438	NA	NA	0.054447784	NA	-0.260890728	NA	NA	-0.436760977	0.529160709	NA	-0.619359509	0.097663259	NA
STMID41	-0.253553353	-0.2974911	-0.734329464	-0.517321254	-0.626837031	-0.677261377	-0.297950795	-0.51590958	-0.32978243	-0.1893206	0.258311996	-0.04425263	0.44143283	-0.344236668	-0.527665048	-0.514783157	-0.479298122	-0.269169192	0.257983041	-0.527767099	-0.959771929	-0.446142392	-0.645217294	-0.525415664	0.004551644	-0.395512579	-0.112451339	-0.157044735	-0.459346837	-0.567153906	-0.48740363	-0.348525053	-0.224493944	-0.491129449	-0.321444699	-0.236837252
STMIO93	0.138884806	0.25992698	-0.169254136	-0.377134086	-0.241066178	-0.487878306	0.113129401	-0.151214019	-0.273857766	-1.341776766	-0.95899248	-0.573965099	-1.416981761	-1.694069332	-0.758519536	-0.507807055	-0.823360752	-1.043748773	-0.240334444	0.35186569	-0.402982351	-0.569803621	0.082016419	-0.39083804	-0.535196983	-0.024724561	-0.061626913	-0.134311415	0.657179182	-0.510663599	-1.309456005	-0.890901214	-0.93728236	-0.370824272	-0.288933152	-0.339724774
STMIK07	-0.025037221	0.032250347	-0.030692863	-0.09979772	-0.019276609	-0.378246528	0.043293511	-0.154013524	-0.248473679	-0.684829271	0.170355955	-0.548062918	0.052689319	-0.567307592	-0.264616928	-0.152599125	-0.296674911	-0.38163203	-0.408269448	-0.343814003	-0.357870506	-0.517071255	-0.43786565	-0.284415599	-0.222347993	-0.228338665	-0.115119184	-0.282166266	0.03557827	-0.154044403	-0.185041415	-0.275820561	-0.538234552	-0.040561993	-0.214555372	-0.297366593
STMIK18	NA	0.652866565	NA	NA	0.093109404	NA	0.058675907	NA	NA	-1.553294585	NA	NA	-1.594998182	-0.402184897	NA	NA	NA	NA	NA	NA	NA	NA	0.188819313	NA	-0.153474481	0.377282577	NA	NA	NA	NA	NA	-0.117283522	NA	NA	-0.061400545	-0.297876155
STMIY24	-0.040274891	0.150892901	-0.065394418	0.336977682	0.028190332	-0.756244657	-0.060372618	-0.119936866	-0.057315516	-0.604502687	-0.058804768	-0.29346144	-0.608836775	-0.341942118	-0.277480856	-0.060271715	-0.217566453	-0.337441094	-0.22681597	0.111617297	0.299560282	0.494634326	0.74431826	0.510333306	0.348010336	-0.088672761	-0.111393	-0.170706738	0.864536583	0.252273711	0.280193725	0.204629595	0.169554747	0.276784214	-0.009073584	0.224272155
STMCB61	-0.05808523	0.140079926	-0.230768316	0.185900348	0.026029528	0.384217742	-0.050887423	0.151754973	0.116835474	0.541366112	0.46431384	0.407913923	NA	0.718169002	0.585647379	0.316444045	0.804604311	0.537807648	0.223882282	-0.034465002	-0.16934896	-0.096307104	-0.636758045	-0.176738687	0.080831075	-0.126019738	0.146424876	0.183908309	-0.06728976	-0.219720268	0.461808513	-0.026328581	0.23162963	0.196963235	0.146078259	0.301500539
STMHA89	-0.177755606	-0.279459954	-0.234408941	-0.295974559	-0.170757054	-0.017624766	0.113704902	-0.345244203	-0.217339194	-0.306406868	0.020119257	-0.033888262	0.655373997	-0.176020325	-0.971194805	-0.479563529	-0.401988727	-0.088961434	-0.098691251	-0.126377286	-0.283012698	0.093387675	-0.034233176	-0.072721407	0.083328384	0.25276607	0.198844614	0.353728925	-0.059352134	-0.240358968	-0.671409794	-0.245373681	-0.135776779	-0.066963436	0.053128495	0
STMEA28	NA	NA	NA	NA	NA	NA	-0.159780444	NA	NA	NA	NA	NA	NA	0.070676746	NA	NA	NA	NA	NA	NA	NA	NA	0.093976148	NA	NA	NA	NA	NA	NA	NA	NA	-0.624300649	NA	NA	NA	NA
STMIP86	-0.114360321	-0.462124052	-0.332403539	-0.386147967	-0.056795705	-0.042621636	-0.042644337	-0.156751408	0.183651985	-0.07490897	-0.159291692	-0.293673678	0.891241685	0.15320627	-0.344970742	-0.203884503	0.011030328	0.096996326	-0.201505055	-0.296918373	-0.372179113	-0.798551495	0.156861826	-0.463743507	-0.281381303	1.071412425	0.041257337	-0.233694504	-0.055757284	-0.379374623	-0.399176844	-0.464403577	-0.018920862	-0.215124421	-0.138628871	0.059692745
STMJC06	0.133307607	0.456638404	0.256608137	-0.164535772	0.47092352	0.049295296	-0.082893008	-0.103310717	-0.503766418	-0.074000581	0.320572815	-0.454417032	-0.025603068	0.350002215	0.046840254	0.293731203	0.416517946	-0.488618632	-0.130899133	0.150025444	-0.918985312	-0.457128833	0.59007715	-0.153509038	-0.011388395	0.520154205	-0.348148285	0.435768941	0.304393436	0.734077315	-0.53812425	0.472633801	0.211572699	0.364363361	0.393753941	-0.608702222
STMIS72	-0.16127169	-0.370910695	-0.36545547	-0.794379391	0.396996944	-0.566455372	-0.140002934	-0.133855747	-0.672758105	-0.203416067	-0.32927185	-0.267933205	0.221503789	0.192818136	-0.345799194	-0.255182356	-0.107095665	0.004536781	0.127819059	-0.443886474	-0.654572709	-0.342753245	0.142604395	-0.288945061	-0.326882167	0.522237486	0.015941544	-0.14171168	0.021895495	-0.251429983	-0.629370151	-0.160535042	-0.287735741	-0.409390936	0.749038426	-0.024233501
STMJK75	0.060169219	-0.114905649	0.013202792	-0.15652288	-0.02613793	0.035849565	0.107660622	0.046932612	-0.03336381	-0.231325546	0.006576179	-0.106497186	-0.002894073	-0.300667836	0.046175108	0.282316239	0.222281312	0.133770168	0.376138953	-0.053298226	0.288005904	0.089364377	0.056174311	0.028386455	0.289940657	-0.145731845	0.348646863	-0.461543666	0.009531762	-0.081752982	-0.238684544	0.150356824	0.015263	-0.013969669	-0.308497753	0.216569616
STMDT72	0.100458831	-0.0024363	-0.056761434	-0.158368493	0.006158355	-0.23183116	-0.049592227	0.025345675	-0.17070162	0.029189123	0.038248428	-0.068499197	0.072889233	0.263034406	-0.467510902	-0.125768931	0.042325198	-0.257263618	-0.351132247	-0.119295225	-0.386903197	0.131462263	-0.009373917	-0.443388776	-0.537715349	-0.179922062	-0.188225199	-0.127703677	-0.10556732	-0.193517122	-0.287130025	-0.674646431	-0.55046276	-0.775183215	-0.65201939	-0.391363744
STMDE93	-0.104757741	0.12842994	0.029940271	-1.35245648	0.165621904	0.250594749	0.018156863	-0.24111841	0.091402506	-0.335470242	-0.364553166	-0.212527495	NA	-0.362108047	-0.227524083	-0.546033592	-0.496627602	-0.343753128	-0.04117364	0.419376435	0.28150037	0.167535246	0.334528132	0.25022663	-0.235556082	0.231676748	-0.133377606	0.06635588	0.469820599	0.070339581	0.234142611	-0.361825693	-0.477547143	0.087620671	-0.27838237	-0.454862509
STMIF26	-0.192514821	-0.328509583	-0.475196196	0.046467391	-0.456288808	-0.930545191	-0.115533415	-0.511842468	-1.203075402	-0.372570385	-0.190843793	-0.327505938	-0.693832031	-1.348134568	-1.08973883	-0.394957605	-0.773779189	-1.819708604	-0.59113702	0.454972364	0.029909643	0.036355585	0.492211699	-0.128219026	-0.358429618	-0.19142318	0.166519867	-0.643171973	0.307554812	-0.640571476	-0.50363641	-0.821512343	-0.956663106	-0.363697709	-0.487726334	-0.563507495
STMCU26	0.236436797	0.195743366	0.085847824	0.501849393	0.183633837	0.05197071	0.00213715	0.146427039	0.224480686	0.454754646	0.546556638	0.466898688	0.340303418	0.848365576	0.667857984	0.791559763	0.844112484	0.683775674	0.550848303	0.026560826	0.677696042	0.522149428	0.25668471	0.380066531	0.590614835	0.199037961	0.565841618	0.252728864	0.69042776	0.578130993	1.007550571	0.909052526	0.86917622	1.027952926	0.915018476	1.436218816
STMGF05	-0.052509502	0.110180725	-0.019167917	0.044872447	-0.156382467	-0.359489838	-0.113246958	-0.225228879	-0.050597805	-0.324404893	-0.026280425	-0.273184457	0.074680666	-0.111824234	-0.242509467	-0.013122854	0.092679518	-0.059086883	-0.076377778	-0.097288621	0.009354967	-0.45830297	-0.270051467	-0.157993724	-0.514325943	-0.552671216	-0.240298356	-0.103794051	0.172855523	-0.197920776	-0.077024302	-0.099311782	-0.351306322	-0.085188717	-0.095468304	0.135959243
STMCS93	-0.233556219	-0.11367743	-0.165066484	0.001475491	0.064422012	0.220747127	0.094883133	-0.139237371	-0.510614853	-0.014572596	-0.267947799	-0.546308932	-1.153952311	-0.60219719	-0.75507847	0.541043041	0.398448469	-0.345530207	0.849674459	0.743692691	0.21100822	0.191421324	-0.056820876	-0.326121485	0.458502527	0.146832446	-0.151411436	0.072771873	-0.106313329	-0.332933873	0.004385571	0.491083946	0.257878833	0.796317168	0.688815307	0.161381273
STMJO21	0.110868397	0	0.276072406	0.130313146	0.182245273	0.392943728	-0.162589813	0.071936326	0.208037128	0.18577383	-0.108415667	-0.111031312	-0.162073379	-0.142472919	-0.002965458	-0.724631692	-0.03155226	-0.148509446	0.109370758	-0.704699725	0.521908926	0.118246735	0.028204881	0.100093938	-0.119027255	-0.009111788	-0.013758776	0.180934095	-0.081867786	0.001059637	-0.201097643	0.198862112	0.078418286	0.01083172	-0.116088866	-0.058019063
STMIR88	-0.044007182	NA	NA	NA	NA	NA	-0.00369922	-0.333095886	NA	NA	NA	NA	NA	-0.111361109	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.254967125	-0.111933279	-0.044014855	NA	NA	NA	0.007680737	NA	NA	NA	NA	0.630514653	NA
STMCV12	0.32483969	NA	NA	NA	NA	NA	-0.271986007	-0.137118856	NA	NA	NA	0.076645958	NA	-0.121809717	0.230422486	-0.084110955	NA	-0.280483377	-0.377795468	-0.21559686	-0.236179952	0.215439661	-0.162430465	0.254397477	0.083928382	-0.202209213	NA	0.433597909	-0.494359952	0.011315313	-0.320416628	-0.065887936	0.087378731	0.168719239	-0.235378063	NA
STMJN43	-0.093585744	-0.095526758	0.04374668	-0.065241195	-0.264879285	-0.104946824	0.065383308	0.03506814	0.072683701	0.046870709	-0.14534329	0.023585758	-0.203308061	-0.849819168	-0.597934798	-0.539649483	-0.546075649	-0.589780731	0.299718345	-0.015095184	0.496842389	0.172935647	0.020529625	0.330167963	0.308558789	-0.018667761	0.119022215	-0.20965331	-0.420517829	-0.08079748	-0.228877395	-0.347792634	-0.359635932	-0.540308218	-0.701031246	-0.372926663
STMEQ65	0.33828345	0.105882273	-0.261746039	0.614346308	0.068633007	-0.064286234	-0.10932499	-0.159901273	0.166367979	0.32306512	0.319232308	0.241292627	-0.152829616	0.302669011	0.033500616	0.82108865	0.360019444	0.407397437	0.413521267	0.151286048	-0.053032785	0.762202886	0.076873361	-0.032535728	0.104361096	-0.601949855	0.277462269	0.145050333	0.092887298	-0.113676474	0.367621595	0.278283032	0.116718685	0.042890873	-0.074061867	0.521141699
STMCG05	-0.376011812	-0.299342555	-0.379274771	-0.200037212	-0.102719526	-0.146427039	-0.096274423	0.079453787	-0.286291099	0.051462572	-0.240127903	-0.223420348	-0.22250698	0.258442269	-0.036958539	-0.259037515	-0.236072777	-0.259172884	0.031046534	0.215366367	-0.111384463	0.200113749	0.034743385	-0.091453988	0.141043881	0.101999714	0.130234316	-0.027874688	-0.167528551	-0.43275094	-0.043763709	0.167528551	0.048400758	-0.148828846	0.109356313	-0.040780645
STMJB14	-0.00246638	-0.082498443	-0.097147001	0.049208155	0.019837769	0.059317504	-0.050310363	0.102595036	0.016394438	0.917740559	0.592552428	0.741742734	0.742478383	1.084911823	0.798929582	1.413622399	1.304242332	0.763256892	0.094861989	-0.033276155	0.133569154	0.198792539	-0.118005158	0.170444798	0.645605388	0.10586607	0.09197067	-0.050377062	0.398639334	0.296807988	0.631337144	0.973982467	0.528745253	0.78720071	1.00764276	1.050436424
STMHY23	0.153142319	0.060151566	0.358399451	0.428352846	0.242430175	0.207929806	-0.061941386	0.109147614	0.156207945	-0.202764857	0.025750994	0.289211669	-0.907467789	-0.096168139	-0.880943452	-0.113366973	0.158139587	0.13068933	0.033063792	0.057533764	0.343285519	0.40260343	0.073601189	0.297000042	-0.026881518	0.33722065	0.044164409	-0.021673343	0.194427413	0.492966717	0.757344675	0.164962848	0.049403672	0.079011884	0.119946764	-0.052689319
STMEA02	-0.190531583	-0.018160037	0.287601818	-0.348101271	-0.245979242	0.135148507	-0.214124805	0.025868086	0.030081339	-0.19316171	-0.159739518	-0.269244412	-0.075163576	0.208201569	0.024482685	0.051967092	-0.050691963	0.335150443	-0.438661104	0.110046033	-0.220554863	0.514314602	-0.36517634	-0.105720796	0.101086125	-0.505235308	0.07173118	-0.017126853	0.286944103	0.08055257	0.077632068	-0.071790683	-0.122725301	0.185154865	-0.201068653	0.093109404
STMGO11	-0.163624463	-0.221705587	-0.009881512	-0.162001498	0.076645176	0.008359544	-0.009956527	0.005467226	0.010931285	0.226837884	-0.029778266	0.195395689	0.449912541	0.396554549	0.30283798	-0.212838651	0.069958805	0.238634615	0.049303439	-0.169257372	-0.111388138	-0.147947209	-0.096503208	-0.175253976	0.137325556	0.115182373	0.084789967	0.215728691	-0.168813125	0.151929597	0.105283749	0.103105119	0.031288792	0.109911901	0.142819771	0.211682359
STMFB75	0.208693137	0.567290692	0.184031948	0.326107227	0.665328455	0.115477217	0.239599756	0.550249732	0.304945421	-1.026064788	-0.144323392	-0.424441861	0.124204022	0.434904041	0.580938244	0.502625874	0.267460447	0.371113543	0.437163575	0.3382803	0.307611733	0.387353941	0.754776256	0.503470643	-0.013826691	0.143969065	-0.040787272	0.449081517	0.695821471	0.170822758	0.34724741	0.80686217	0.843741212	1.096453649	0.841125659	0.388662084
STMGF76	NA	NA	-0.260016214	NA	NA	NA	0.062816108	NA	NA	-0.226068079	NA	NA	NA	0.733791346	NA	NA	NA	NA	NA	-0.12631645	NA	NA	0.408885272	NA	NA	0.369485347	NA	NA	NA	NA	NA	0.058343986	NA	NA	-0.030762254	NA
STMIR82	0.110451451	0.382107224	0.059917724	0.691413442	0.182040523	0.208900969	-0.056494886	-0.276331228	0.007488053	-0.544954529	-0.484217527	-0.027929633	NA	-0.172639386	-0.080342108	-0.085555372	-0.0676603	0.208260183	0.045134913	0.345597001	-0.059623983	NA	-0.03131554	-0.098403704	-0.088494886	-0.061894534	0.163498732	0.607417352	-0.138546813	0.164464877	0.049520136	0.175487957	0.223534849	0.133907479	-0.017838806	0.492768803
STMHA73	-0.213581714	0.129853816	-0.017892423	-0.264377072	-0.031656487	0.141551816	-0.10713183	-0.12366167	-0.089623905	-0.149640874	-0.126236317	-0.209547479	0.167727446	-0.293684321	-0.083129826	-0.188541263	-0.328463883	-0.399405786	0.205367426	0.160497765	-0.023667559	-0.260264557	0.216540923	0.3736712	0.133450028	-0.40745632	0.002963834	-0.016140883	-0.135921428	-0.252644458	-0.581630952	-0.359772862	-0.178005014	-0.625006549	-0.87139596	-0.50429965
STMEW20	0.089248549	-0.050024156	-0.263346037	-0.081487037	-0.001564139	-0.229996164	0.216431588	0.115204968	-0.490264464	-0.705659525	-0.991817238	-1.18645542	-1.408749671	-0.846139473	-1.401168604	-0.653822098	-1.248246129	-1.788483244	0.32159965	0.725419429	0.033767223	0.2955831	0.543008252	0.254967125	0.123281484	0.092724018	-0.153177066	-0.535903335	-0.080145133	-1.186656694	-1.093796384	-0.543422133	-0.466504288	-0.137317553	-0.568903686	-1.129243036
STMIF64	0.126466179	-0.171435373	-0.408316457	0.277132948	0.11772761	-0.228018473	0.205469118	-0.075779334	-0.555830869	-0.19705931	0.160905843	-0.193099113	0.054663708	-0.029594782	0.058874147	0.318034668	-0.074257005	-0.810483735	-0.572261622	0.265771968	-0.668307967	-0.2162626	0.19710598	-0.195217459	-0.550361655	-0.157260187	-0.157137335	-0.200554044	0.495241117	-0.49685046	-0.133762366	-0.399385099	-0.675774958	-0.105715524	-0.282100745	-0.713317983
STMGG07	0.018978479	0.123313152	0.327624904	0.197497387	0.125109335	0.133922443	0.05143965	0.12378654	0.424895745	-0.386615381	-0.037564356	0.113521918	0.476069759	0.120414239	0.26870719	0.097231928	0.348389172	0.539261	-0.127210992	-0.072302	0.148914937	0.044111093	0.155989891	0.279418649	0.008195601	0.208304104	-0.096259649	0.149562901	0.065812519	0.160365916	0.431734861	0.215772972	0.219946044	0.038070617	0.006703726	-0.002538066
STMCR41	-0.143323852	-0.453783582	-0.446288433	NA	-0.370982319	-0.153570389	0.293320534	-0.060016767	NA	-0.658128913	0.328376328	NA	NA	-0.191123729	0.237888758	-0.051225323	-0.150213149	NA	0.190617397	-1.167516093	NA	-0.423425285	-0.351074441	-0.312953291	-0.287980763	0.516005128	0.117266052	-0.135883428	-0.5167142	-0.11281983	0.604745113	0.01221595	-0.078002512	0.069617214	-0.086908065	0.089289533
STMDR45	0.015810515	0.114633239	0.02218884	0.116591329	-0.002267052	-0.301204804	0.022490628	-0.173795029	0.095888182	0.073332869	0.147447102	0.261429871	-0.281585997	-0.382278788	-0.071859908	-0.128618658	-0.146196926	-0.169504207	-0.34784692	-0.235675143	-0.271430828	-0.055524203	0.040067069	0.231348013	-0.255379329	-0.345912694	-0.023504077	-0.051058044	0.436123418	-0.068647347	-0.0932097	-0.380372812	-0.337957615	-0.334868375	-0.455763437	-0.168531352
STMIM11	0.930808788	0.188719375	0.08246216	-0.04918755	0.171227661	-0.213298874	0.135448193	0.547141035	0.014102703	-0.956869961	-1.310899594	-0.427834774	-0.339506004	-0.057199933	0.410979283	-0.350864579	-0.156682425	-1.240432977	-0.488172204	-0.631166291	NA	0.129283017	0.773215483	0.264093265	-1.032635398	0.830905805	-0.701066568	0.333500577	-0.377574243	-0.739960292	-0.238759354	0.780218792	0.421883518	0.28392963	0.486797125	-0.36975662
STMEB31	-0.293018535	NA	-0.265382161	0.106141157	-0.160567417	0.083110126	-0.009642108	0.147079215	NA	0.157021168	0.286738666	-0.020969774	NA	0.362570079	0.252442995	0.017548201	-0.00882385	-0.198202956	-0.186135229	NA	-0.57733926	0.04510803	-0.392317423	0.483135016	0.036589767	-0.154929454	-0.411877158	-0.233009089	-0.082266182	0.114081409	0.07443454	-0.262349203	0.234792111	-0.045758287	0.123839563	-0.038797499
STMGS48	-0.765154138	-0.001771265	-0.002019168	-0.211504105	0.002148467	-0.207044457	0.231325546	0.047795511	NA	-0.584962501	0.10228105	-0.040988411	NA	-0.243310885	-0.119739244	0.071034252	0.295162034	0.705256734	NA	-0.159450208	NA	-0.496042244	0.030650213	0.02612072	0.121235135	0.133405875	0.113426061	-0.127793934	0.272670564	-0.119070482	0.363024114	0.272286719	0.099094415	0.465032714	-0.095884435	0.055083065
STMCL44	-0.328645011	-0.150892901	0.178017203	0.033709362	-0.310848649	-0.140981296	0.149494993	0.149160344	NA	-0.666857118	-0.537179057	-0.304586895	0.329183911	-0.081281921	-0.205603977	0.160280062	0.20832362	NA	-0.021506411	0.140296288	-0.141554144	-1.029862801	-0.068028607	0.002222951	0.236111763	-0.233769811	0.007442983	-0.535209466	-0.572801029	-0.277533976	-0.209186883	0.099372371	-0.076361251	-0.351718873	NA	-0.295181036
STMEF21	0.138997384	0.036488921	0.148487831	0.061865256	0.190979469	NA	-0.007274108	0.236945177	NA	0.185555653	0.095225902	-0.136860017	-0.711745179	-0.042381836	-0.11213831	-0.478289056	-0.541770127	NA	0.019536351	0.293731203	NA	0.247927513	0.092051083	-0.07061164	0.052151282	-0.054624509	NA	0.112686164	-0.207324973	-1.134779915	NA	-0.154747096	-0.176877762	0.187835199	-0.327649299	-0.558047499
STMHE31	0.174702142	0.35614381	0.066963436	-0.008233912	0.191797182	0.244401347	0.148962639	0.233294451	0.277819743	-0.679014125	-0.075061574	-0.153454497	-0.571156701	-0.081354695	0.203138497	0.355885054	0.227012461	0.421500131	-0.116101247	0.352610699	0.025897989	0.072422725	-0.07272855	0.03897908	0.325996262	-0.063374406	-0.177432965	0.28757659	0.470651474	-0.058503719	0.17984729	0.03523718	0.122599262	0.86806253	-0.893050982	0.161681007
STMEA21	-0.150093274	0.185483553	0.029027149	0.209034038	-0.198750713	-0.255847177	-0.042877536	-0.270360172	-0.142655976	-0.580961876	-0.115308845	-0.266740038	-0.132970703	-0.53624143	-0.028904064	0.448896791	0.259844884	0.017180388	-0.240360951	-0.041337122	0.180146584	-0.531219158	-0.238265332	-0.070635543	-0.159741934	-0.304512751	0.048037091	-0.429853984	0.158456596	0.188033873	0.21107144	-0.215670995	-0.314352444	-0.095373765	-0.362137163	0.209160869
STMGD30	-0.064164707	-0.076082393	-0.392563637	-0.367238527	-0.221984246	-0.231491607	-0.110722417	-0.152324371	NA	0.104988476	-0.140792344	-0.508146904	0.393937379	-0.224846145	-0.277995318	0.005346621	-0.080251749	NA	-0.042357392	-0.121042277	-0.031554734	-0.235466777	-0.097675931	-0.147693029	-0.049868554	-0.194243632	0.101039834	-0.191010296	-0.103175448	-0.749191896	-0.589605875	-0.235959869	-0.184313803	-0.084330507	-0.095532437	0.122356169
STMDO44	-0.131360759	0.00928193	0.041118431	-0.212161868	0.252215183	0.228872814	0.133778597	-0.149719413	-0.010815757	-0.015043032	-0.312001255	-0.263034406	-0.245466403	0.288983996	0.146126249	0.385439507	-0.009256384	-0.03380528	0.30362119	0.40103376	0.224998917	0.458565337	0.447673648	0.246431373	0.632194068	0.107013157	0.024215831	0.060227057	0.074984715	-0.183668503	-0.058495649	0.396989669	0.365994876	0.187998829	0.051408415	-0.163610213
STMHG83	-0.17877363	0.063378934	0.057100407	-0.047079282	-0.006921489	0.10611031	0.00258245	-0.255448399	0.076345293	0.411155964	0.016907999	0.182782208	-0.220228446	-0.025428493	-0.340335745	-0.225858588	-0.389640094	-0.059468305	0.250091204	0.489151925	0.299408889	0.40504725	0.318924091	0.397498756	0.666464154	0.234744338	0.453608263	-0.136716609	-0.402731031	-0.091527854	-0.183195121	-0.344940185	0.20818919	-0.25438924	-0.416522517	-0.251725543
STMCA25	-0.135551958	0.482971175	NA	NA	-0.41781994	NA	NA	-0.119762756	-0.139104866	NA	NA	0.375509135	NA	0.105353	-0.073581132	NA	NA	1	-0.019365325	0.164038158	NA	NA	-0.24765918	NA	NA	-0.558832769	NA	0.252406293	-0.361129545	NA	NA	-0.007249739	-0.311388269	NA	-0.589387949	NA
STMJH03	-0.15798407	-0.099055895	-0.142201244	-0.135246037	-0.337282342	-0.013832273	-0.143752775	-0.262829928	-0.170024749	-0.746795081	-0.273542064	-0.486068167	-0.347038778	-1.392146659	-0.824188006	-0.692258167	-1.092848778	-0.855284343	-0.096168822	-0.372450586	0.263164443	-0.13785652	-0.216811389	-0.165013373	-0.422642657	-0.127557538	0.208446934	-0.431653937	-0.210954779	-0.405002483	-0.67293122	-0.714597781	-0.716990894	-0.430498825	-0.526215063	-0.636926929
STMHX29	-0.227445649	NA	0.042855479	NA	-0.065309937	NA	-0.076091949	0.179323699	NA	0.376969458	NA	NA	2.053040963	-0.016775713	-0.555980107	-0.056972185	-0.100241666	NA	NA	0.217174712	NA	0.06049176	0.081196083	NA	-0.134749412	-0.009248077	0.261758249	NA	-0.151452341	NA	-0.282399731	-0.303045559	NA	-0.262221849	0.068641666	0.155935606
STMCJ93	-0.35674752	-0.276865832	-0.333813119	-0.504192461	-0.914145321	-0.521251919	-0.333230105	-0.17165351	-0.083520349	0.769221552	0.272384814	0.119465671	-0.447059495	-1.303264646	-1.776834876	-0.970452334	-0.041134054	-0.330613182	-1.632986846	-1.150304947	-1.24158938	-0.684565201	-1.155427695	-0.808686764	-0.929694353	-1.051231088	-0.690898256	-0.698404963	-1.475613365	-1.152294081	-1.082699536	-1.409607876	-1.021173056	-1.929699224	-2.022245898	-0.782680578
STMIW42	-0.138505743	-0.064312845	-0.265067803	0.033830261	0.081543854	0.021604103	0.096887311	0.147422444	0.206964749	-0.371178977	-0.197912973	-0.008225715	-0.547306275	-0.315932571	-0.047437546	0.200990957	0.140415119	0.37674098	0.032623098	-0.107087806	-0.496581903	0.011427347	-0.198464408	0.044227459	-0.067312001	-0.125655204	0.124365843	0.08065066	0.003678782	0.111160999	-0.188995934	-0.014252866	-0.029612441	-0.145574687	0.036566129	0.070908376
STMIQ66	-0.044296114	0.00238791	-0.302542754	-0.041161053	0.113960985	0.162981524	-0.047807022	0.069924017	-0.443384155	0.600852767	-0.256098359	-0.176237752	-0.149964743	0.391817205	0.047317651	0.327187201	0.130776676	-0.20841447	0.136986058	0.191224403	-0.286310039	-0.231617753	-0.077560983	-0.278950522	-0.064576015	0.083768358	-0.271543053	0.051709057	-0.134301092	-0.291598703	-0.289924124	-0.119122641	-0.069976859	0.134520217	0.152508569	-0.261620062
STMIZ92	NA	NA	NA	NA	NA	NA	NA	NA	-0.540717728	NA	NA	0.013801475	0.314010321	NA	NA	NA	NA	-0.314718181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.047967604	NA	NA	NA
STMIB93	-0.148691767	0.197012236	0.283256059	0.083500537	-0.412288072	-0.043320673	0.033146057	-0.300400642	0.172119975	-0.654133785	-0.011124038	0.317524225	-0.25526817	-0.683016621	-0.121511184	-0.223972366	-0.057248995	0.354199215	-0.595544613	-0.246866066	-0.078217338	-0.135694456	-0.305783548	-0.00504456	-0.225290718	-0.652329655	-0.169503924	-0.221039984	-0.113709428	-0.127044233	0.054573166	-0.325860474	-0.333647395	-0.421779495	-0.591425141	-0.344459448
